quality sub-characteristic	Practice	Annotator_1	Annotator_2	Annotator_3	Annotator_4	Annotator_5	Annotator_6	Annotator_7	Annotator_8	Annotator_9	Annotator_10	Annotator_11	Annotator_12	Annotator_13
operability	canary deployment (gradual rollouts)	0	2	0	2	1	0	2	1	3	4	2	3	0
monitoring	canary deployment (gradual rollouts)	0	2	1	2	1	2	2	1	3	0	3	2	3
discoverability	canary deployment (gradual rollouts)	0	0	0	0	0	0	0	0	0	0	0	0	0
readability	canary deployment (gradual rollouts)	0	0	0	0	0	0	0	0	0	0	0	0	0
traceability	canary deployment (gradual rollouts)	0	0	0	0	0	0	0	0	0	0	0	0	0
understandability	canary deployment (gradual rollouts)	0	0	0	0	0	0	0	0	0	0	0	0	0
usability	canary deployment (gradual rollouts)	0	0	0	0	0	0	0	0	0	0	0	0	0
debuggability	canary deployment (gradual rollouts)	0	0	0	0	0	0	0	0	0	0	0	0	0
explainability	canary deployment (gradual rollouts)	0	0	0	0	0	0	0	0	0	0	0	0	0
fairness	canary deployment (gradual rollouts)	0	0	0	0	0	0	0	0	0	0	0	0	0
ownership	canary deployment (gradual rollouts)	0	0	0	0	0	0	0	0	0	0	0	0	0
standards-compliance	canary deployment (gradual rollouts)	0	0	0	0	0	0	0	0	0	0	0	0	0
vulnerability	canary deployment (gradual rollouts)	0	0	0	0	0	0	0	0	0	0	0	0	0
accuracy	bot detection	2	3	3	3	2	1	2	2	4	2	2	2	3
effectiveness	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
responsiveness	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
reusability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
cost-effectiveness	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
efficiency	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
availability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
resilience	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
adaptability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
scalability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
extensibility	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
maintainability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
modularity	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
testability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
deployability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
repeatability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
operability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
monitoring	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
discoverability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
readability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
traceability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
understandability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
usability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
debuggability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
explainability	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
fairness	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
ownership	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
standards-compliance	bot detection	0	0	0	0	0	0	0	0	0	0	0	0	0
vulnerability	bot detection	3	1	2	2	2	2	2	3	2	2	3	2	3
accuracy	shadow deployment	1	1	0	1	0	3	1	0	4	4	2	3	2
effectiveness	shadow deployment	1	2	2	1	0	4	2	3	3	4	2	3	0
responsiveness	shadow deployment	1	2	2	2	1	0	1	3	3	1	2	4	2
reusability	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
cost-effectiveness	shadow deployment	3	1	0	0	3	0	0	4	4	4	2	2	2
efficiency	shadow deployment	3	4	0	0	0	0	1	3	4	4	3	2	2
availability	shadow deployment	0	1	0	3	1	0	1	3	3	2	3	0	2
resilience	shadow deployment	0	1	2	0	3	3	1	3	2	1	2	4	2
adaptability	shadow deployment	0	1	0	0	1	3	1	0	0	0	2	2	0
scalability	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
extensibility	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
maintainability	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
modularity	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
testability	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
deployability	shadow deployment	2	2	2	1	3	4	1	2	4	1	2	0	0
repeatability	shadow deployment	0	2	0	0	1	0	1	0	2	0	0	3	0
operability	shadow deployment	0	2	0	4	1	0	1	0	4	1	2	3	1
monitoring	shadow deployment	0	2	4	2	0	3	3	0	2	2	2	1	2
discoverability	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
readability	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
traceability	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
understandability	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
usability	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
debuggability	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
explainability	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
fairness	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
ownership	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
standards-compliance	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
vulnerability	shadow deployment	0	0	0	0	0	0	0	0	0	0	0	0	0
accuracy	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
effectiveness	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
responsiveness	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
reusability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
cost-effectiveness	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
efficiency	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
availability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
resilience	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
adaptability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
scalability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
extensibility	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
maintainability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
modularity	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
testability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
deployability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
repeatability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
operability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
monitoring	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
discoverability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
readability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
traceability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
understandability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
usability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
debuggability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
explainability	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
fairness	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
ownership	ml system audit by domain experts	0	0	0	0	0	0	0	0	0	0	0	0	0
standards-compliance	ml system audit by domain experts	4	3	4	1	3	3	3	1	3	3	2	3	3
vulnerability	ml system audit by domain experts	2	2	2	3	2	2	1	2	2	2	2	1	2
accuracy	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
effectiveness	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
responsiveness	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
reusability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
cost-effectiveness	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
efficiency	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
availability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
resilience	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
adaptability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
scalability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
extensibility	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
maintainability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
modularity	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
testability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
deployability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
repeatability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
operability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
monitoring	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
discoverability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
readability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
traceability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
understandability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
usability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
debuggability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
explainability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
fairness	bias assessment	3	3	3	3	3	3	3	3	3	3	2	3	3
ownership	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
standards-compliance	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
vulnerability	bias assessment	0	0	0	0	0	0	0	0	0	0	0	0	0
accuracy	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
effectiveness	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
responsiveness	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
reusability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
cost-effectiveness	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
efficiency	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
availability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
resilience	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
adaptability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
scalability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
extensibility	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
maintainability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
modularity	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
testability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
deployability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
repeatability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
operability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
monitoring	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
discoverability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
readability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
traceability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
understandability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
usability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
debuggability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
explainability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
fairness	bias mitigation	4	4	4	4	4	3	4	3	4	4	4	4	4
ownership	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
standards-compliance	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
vulnerability	bias mitigation	0	0	0	0	0	0	0	0	0	0	0	0	0
